personID,num_Q,AorB,food,size_A,access_A,income_A,poverty_A,last_donation_A,dist_A,size_B,access_B,income_B,poverty_B,last_donation_B,dist_B,r,kappa,sy,sx,bt_pred
F1,31,A,1,3,0,3,1,0,1,1,0,5,1,3,2,0.11420908704263336,0.11420908704263336,0.11420908704263336,0.0,A
F1,32,B,1,4,0,2,2,5,1,0,2,1,4,3,1,0.1967577451587314,-0.1967577451587314,0.0,0.1967577451587314,B
F1,33,B,0,0,0,5,1,7,2,1,2,3,1,4,2,0.012511747673383943,-0.012511747673383943,0.0,0.012511747673383943,B
F1,34,B,1,4,2,0,0,4,2,0,1,1,4,8,0,0.6031660428926535,-0.5906542952192696,0.006255873836691961,0.5969101690559615,B
F1,35,A,1,3,0,0,2,5,0,1,2,4,1,12,3,0.44726200754395773,0.42223851219718983,0.4347502598705738,0.01251174767338395,A
F1,36,A,1,1,0,4,0,1,0,0,0,4,1,8,2,0.3205411728279404,0.13629517534259294,0.22841817408526668,0.09212299874267374,A
F1,37,A,1,2,2,3,1,8,0,4,2,1,4,9,3,0.6189962573559212,0.06625826489987885,0.34262726112790004,0.2763689962280212,A
F1,38,A,1,4,0,0,5,9,0,3,1,3,0,1,1,0.5810799545926939,0.5685682069193101,0.574824080756002,0.006255873836691905,A
F1,39,A,1,0,2,2,0,12,3,1,0,5,0,10,3,0.012511747673383943,0.012511747673383943,0.012511747673383943,0.0,A
F1,40,B,0,3,1,5,0,7,1,1,0,2,2,11,1,0.1905018713220394,-0.1779901236486555,0.006255873836691961,0.18424599748534745,B
F1,41,A,0,2,2,4,1,9,0,2,0,1,1,7,1,0.12672083471601728,0.12672083471601728,0.12672083471601728,0.0,A
F1,42,A,1,0,1,2,3,6,0,0,1,2,2,1,1,0.20633208578530704,0.20633208578530704,0.20633208578530704,0.0,A
F1,43,B,0,2,1,4,0,4,3,0,1,5,1,0,3,0.09212299874267373,-0.09212299874267373,0.0,0.09212299874267373,B
F1,44,A,1,2,0,4,1,12,0,4,1,3,1,5,0,0.006255873836691971,-0.006255873836691971,0.0,0.006255873836691971,B
F1,45,A,0,2,0,2,3,0,1,3,1,5,1,12,2,0.30471095836467277,0.29219921069128885,0.2984550845279808,0.006255873836691961,A
F2,1,A,0,3,2,0,4,7,0,4,1,3,1,11,1,0.3683630646773586,0.24077103574613914,0.30456705021174885,0.06379601446560972,A
F2,2,B,1,1,0,5,0,7,3,0,1,3,1,4,1,0.42353739444181215,-0.29594536551059275,0.0637960144656097,0.3597413799762025,B
F2,3,A,1,1,0,3,1,3,1,2,0,4,0,10,2,0.24471327068519355,0.11712124175397412,0.18091725621958382,0.06379601446560972,A
F2,4,A,1,3,1,5,1,12,1,1,0,4,1,6,1,0.17495244103755106,0.12971702653203068,0.15233473378479087,0.02261770725276019,A
F2,5,B,1,1,1,4,0,4,0,3,1,0,6,10,2,0.6420053051420539,-0.116150458540906,0.26292742330057395,0.37907788184147995,B
F2,6,A,0,2,1,2,3,5,1,0,2,1,2,8,0,0.33325199000437467,-0.024396257508862568,0.15442786624775606,0.1788241237566186,B
F2,7,A,0,4,2,3,1,8,0,1,0,5,0,9,2,0.5758721282266029,0.5758721282266029,0.5758721282266029,0.0,A
F2,8,B,0,4,0,0,0,3,3,2,2,3,1,9,1,0.5346938210137535,-0.14380351963475352,0.1954451506895,0.33924867032425354,B
F2,9,A,1,1,2,1,1,5,2,1,1,3,1,6,3,0.20144183100937882,0.20144183100937882,0.20144183100937882,0.0,A
F2,10,A,1,3,0,1,2,6,2,4,2,5,0,1,2,0.2574239278168666,0.03086107947136142,0.14414250364411402,0.11328142417275261,A
F2,11,A,1,1,1,5,1,3,0,1,2,4,1,1,3,0.4417515470571926,0.34703072284452935,0.394391134950861,0.04736041210633163,A
F2,12,B,1,0,1,3,0,5,2,1,2,0,1,11,2,0.18322767839399837,-0.18322767839399837,0.0,0.18322767839399837,B
F2,13,A,1,4,2,3,0,1,1,0,2,0,5,1,1,0.45721636620340256,0.05315174952147517,0.25518405786243886,0.2020323083409637,A
F2,14,A,1,1,0,1,0,8,2,4,1,2,3,10,3,0.45071967910305766,-0.14255684129696325,0.15408141890304722,0.29663826020001044,B
F2,15,B,1,0,2,3,0,6,2,3,2,5,1,8,3,0.39492300686917314,-0.041524754557558385,0.17669912615580738,0.21822388071336576,B
F2,16,A,0,3,1,5,0,8,0,1,2,5,1,2,1,0.3106342827516145,0.20747719841139833,0.2590557405815064,0.05157854217010807,A
F2,17,A,0,3,0,1,0,4,0,0,0,4,0,2,2,0.5221685884556837,0.5221685884556837,0.5221685884556837,0.0,A
F2,18,A,1,4,1,1,4,7,2,0,0,2,2,6,0,0.6191435679024178,0.0932887213012698,0.3562161446018438,0.26292742330057395,A
F2,19,B,1,0,2,5,0,4,3,3,2,1,3,1,2,0.49383009600776673,-0.49383009600776673,0.0,0.49383009600776673,B
F2,20,B,1,0,0,4,0,11,3,1,2,1,4,1,3,0.2884778951971797,-0.2884778951971797,0.0,0.2884778951971797,B
F2,21,A,0,2,0,0,4,0,1,0,2,3,0,11,0,0.48373762131307635,0.12183937859821664,0.3027884999556465,0.18094912135742985,A
F2,22,B,0,0,1,1,1,12,1,2,2,1,4,9,2,0.36430595738468774,-0.10137853408411376,0.13146371165028697,0.23284224573440077,B
F2,23,A,1,1,1,2,3,8,1,0,1,2,3,3,0,0.1952597261158967,-0.06766769718467726,0.06379601446560973,0.13146371165028697,B
F2,24,B,0,1,1,1,3,0,2,2,0,5,0,11,0,0.5224444835804057,-0.13100239195196156,0.1957210458142221,0.3267234377661836,B
F2,25,B,1,3,0,5,0,1,1,3,0,3,1,2,1,0.07207125182205701,-0.07207125182205701,0.0,0.07207125182205701,B
F2,26,B,0,0,2,2,2,11,2,2,0,1,1,4,0,0.4894584065082331,-0.33681591246087406,0.07632124702367951,0.41313715948455354,B
F2,27,A,0,2,0,5,0,1,0,1,2,2,2,2,2,0.4977336438646804,0.15571323166768697,0.3267234377661837,0.1710102060984967,A
F2,28,B,1,3,0,2,2,12,2,3,2,4,1,9,0,0.3844840848297738,-0.24034158118565982,0.072071251822057,0.31241283300771683,B
F2,29,A,0,4,2,0,4,4,0,2,1,4,0,1,2,0.6130763353625521,0.6130763353625521,0.6130763353625521,0.0,A
F2,30,B,1,1,1,2,1,4,2,3,1,2,0,6,0,0.41735528954833,-0.36368361491525675,0.02683583731653663,0.3905194522317934,B
F2,31,A,1,3,0,2,0,9,0,4,1,3,1,3,2,0.4009196871890519,0.17017057391761636,0.28554513055333414,0.11537455663571777,A
F2,32,A,1,3,0,0,3,2,0,4,0,1,1,3,1,0.27154910800173016,0.1439570790705107,0.20775309353612043,0.06379601446560973,A
F2,33,A,0,1,2,0,2,8,1,1,1,0,5,6,2,0.23671392845346834,0.07569890455424855,0.15620641650385844,0.0805075119496099,A
F2,34,A,1,2,2,4,0,3,0,2,1,4,1,4,3,0.445969677120969,0.3922980024878958,0.4191338398044324,0.026835837316536604,A
F2,35,B,1,2,0,5,0,4,3,2,1,1,4,7,2,0.35402059478104575,-0.35402059478104575,0.0,0.35402059478104575,B
F2,36,B,1,4,1,5,1,10,1,4,2,0,1,4,0,0.26929495276765936,-0.26929495276765936,0.0,0.26929495276765936,B
F2,37,A,1,2,1,2,2,7,0,3,0,2,0,1,0,0.1422103939522544,0.014618365021034974,0.07841437948664469,0.06379601446560972,A
F2,38,A,0,1,2,5,0,11,0,4,1,4,0,4,0,0.23874845550316076,-0.18926304579601788,0.02474270485357144,0.21400575064958932,B
F2,39,B,1,2,2,1,2,1,2,2,2,5,1,4,1,0.2487703779778644,-0.014157045322709616,0.11730666632757739,0.131463711650287,B
F2,40,A,0,0,1,2,3,9,1,4,1,5,1,1,1,0.3767088542537927,-0.13365926147108503,0.12152479639135383,0.25518405786243886,B
F2,41,A,0,3,2,5,1,4,2,2,1,5,1,2,2,0.08853871931918116,0.08853871931918116,0.08853871931918116,0.0,A
F2,42,B,0,4,1,4,0,1,3,4,2,5,0,0,0,0.4417515470571926,-0.39651613255167223,0.02261770725276019,0.4191338398044324,B
F2,43,B,1,0,0,1,4,9,1,1,2,3,0,6,1,0.26586018794441946,0.039297339598914294,0.15257876377166688,0.11328142417275258,A
F2,44,A,1,1,1,2,0,12,0,3,0,2,1,0,3,0.5735617060521885,0.26470597355667635,0.4191338398044324,0.15442786624775606,A
F2,45,A,0,3,0,5,0,9,1,2,1,1,0,3,1,0.17900954833022192,-0.05141751939900249,0.06379601446560972,0.11521353386461221,B
R1,1,A,0,3,1,1,4,5,0,0,0,5,0,3,2,0.5671350401832473,0.535092650818584,0.5511138455009157,0.016021194682331652,A
R1,2,B,1,1,0,5,1,9,2,3,0,3,1,4,1,0.11941251170770026,-0.11941251170770026,0.0,0.11941251170770026,B
R1,3,A,1,1,0,5,0,0,2,0,2,5,0,11,1,0.19452129015052005,-0.0007440291038584707,0.0968886305233308,0.09763265962718926,B
R1,4,A,1,2,2,5,1,4,1,3,1,5,1,11,0,0.11366257097226207,0.09611845143124897,0.10489051120175552,0.008772059770506546,A
R1,5,A,0,0,2,0,6,11,1,2,0,2,3,9,1,0.4572762734019561,0.39014564495526655,0.42371095917861135,0.03356531422334477,A
R1,6,A,0,0,2,0,4,1,0,2,0,3,1,6,2,0.5122157681558827,0.47712752907385636,0.4946716486148695,0.017544119541013148,A
R1,7,B,0,0,0,1,0,6,1,4,0,4,1,6,1,0.21589897863683455,-0.03045276225426064,0.09272310819128696,0.12317587044554759,B
R1,8,B,0,1,1,5,0,10,3,0,2,3,1,2,0,0.2715762051378072,-0.25403208559679413,0.008772059770506546,0.2628041453673007,B
R1,9,B,1,0,1,3,1,1,1,1,1,1,4,3,3,0.35087155400426023,-0.31882916463959693,0.016021194682331652,0.3348503593219286,B
R1,10,A,0,3,2,1,2,8,1,4,2,2,1,5,2,0.1517991858879544,0.08619148229994629,0.11899533409395036,0.03280385179400406,A
R1,11,B,1,2,0,3,0,10,1,1,1,4,1,8,3,0.1926049183603832,-0.11324539335851214,0.039679762500935536,0.15292515585944766,B
R1,12,B,1,3,1,4,1,10,3,4,2,2,2,7,3,0.23152321843197804,-0.23152321843197804,0.0,0.23152321843197804,B
R1,13,B,1,4,1,2,0,11,0,2,2,0,0,10,2,0.13618645215663153,-0.10109821307460531,0.017544119541013106,0.11864233261561842,B
R1,14,B,1,2,0,4,1,8,2,3,0,0,4,11,1,0.42069755680628407,-0.372633972759289,0.024031792023497534,0.39666576478278653,B
R1,15,B,1,3,2,5,0,11,1,4,1,2,1,8,2,0.262430921162407,-0.16479826153521776,0.04881632981359463,0.2136145913488124,B
R1,16,B,1,4,2,3,0,11,2,0,2,5,0,0,2,0.1850202152957084,0.008787073790059927,0.09690364454288417,0.08811657075282422,A
R1,17,A,1,1,2,5,0,9,1,0,1,5,0,3,3,0.10565197363109623,0.009524805537106149,0.05758838958410119,0.04806358404699504,A
R1,18,A,1,3,0,3,1,11,2,4,1,3,0,0,1,0.2337925917004468,-0.05761732897340406,0.08808763136352138,0.14570496033692543,B
R1,19,B,1,0,0,2,3,7,2,4,2,2,2,9,3,0.23682972475506855,-0.028612072663362454,0.10410882604585305,0.1327208987092155,B
R1,20,B,0,2,2,2,2,10,0,4,0,0,3,2,2,0.3291645947219084,-0.1338992754675299,0.09763265962718926,0.23153193509471914,B
R1,21,B,0,4,0,3,1,7,3,4,2,4,1,9,2,0.14456155703994994,-0.0507037622144286,0.04692889741276067,0.09763265962718927,B
R1,22,A,1,2,1,5,1,0,3,1,0,3,0,7,0,0.2635656077966414,0.1399347968749255,0.20175020233578345,0.06181540546085795,A
R1,23,B,0,0,2,3,0,8,2,0,0,0,1,10,3,0.29446459386432927,-0.06715688524528735,0.11365385430952096,0.1808107395548083,B
R1,24,B,0,0,2,5,1,5,3,3,2,2,1,1,2,0.15108167686746996,-0.15108167686746996,0.0,0.15108167686746996,B
R1,25,B,1,0,1,4,0,4,2,4,0,1,0,11,0,0.2327018584750687,-0.022920836071557642,0.10489051120175552,0.12781134727331317,B
R1,26,A,1,1,1,3,1,9,0,1,0,4,0,2,2,0.22388584529570588,0.11173748251938409,0.16781166390754498,0.05607418138816089,A
R1,27,B,0,0,0,1,3,10,1,4,0,1,2,3,2,0.17925005183370848,-0.00307478910666574,0.08808763136352138,0.0911624204701871,B
R1,28,B,0,3,0,2,0,0,0,2,2,2,3,12,2,0.46679478158225,-0.2569963258532567,0.10489922786449665,0.3618955537177534,B
R1,29,A,1,1,2,3,1,10,2,2,0,1,0,7,3,0.28033954824557267,0.0911010337358486,0.18572029099071063,0.09461925725486203,A
R1,30,B,0,4,0,4,1,4,2,1,2,3,0,2,0,0.25896536771499096,-0.030157746364908904,0.11440381067504103,0.14456155703994994,B
R1,31,A,0,3,1,3,1,10,2,4,0,5,0,1,3,0.27958680247897305,0.11785193079697485,0.19871936663797396,0.08086743584099909,A
R1,32,A,1,0,2,2,0,3,1,1,2,2,0,11,2,0.07285683849983328,0.055312718958820166,0.06408477872932672,0.008772059770506557,A
R1,33,A,1,0,0,1,1,9,3,3,0,4,0,11,1,0.22314811354865965,0.17051575492562032,0.19683193423714,0.026316179311519666,A
R1,34,B,0,1,1,5,0,11,3,0,0,5,1,9,0,0.16169721562995423,-0.04652043646175186,0.05758838958410119,0.10410882604585305,B
R1,35,A,1,1,0,0,6,1,1,4,1,1,4,9,1,0.3463002533119127,0.19603523506168413,0.27116774418679845,0.0751325091251143,A
R1,36,B,0,0,0,2,3,10,2,2,1,0,2,10,3,0.21626348617898705,-0.040088223451944335,0.08808763136352135,0.1281758548154657,B
R1,37,B,0,3,0,5,1,2,1,0,2,4,0,3,2,0.2509547703738251,-0.006125954341411357,0.12241440801620686,0.1285403623576182,B
R1,38,A,1,1,2,0,4,4,2,4,1,5,0,3,2,0.5900321455725105,0.5213785922671395,0.555705368919825,0.03432677665268552,A
R1,39,B,0,3,1,1,1,0,3,0,2,2,3,6,2,0.33027905862958107,-0.11970412645169368,0.1052874660889437,0.2249915925406374,B
R1,40,B,0,0,0,2,1,2,3,2,2,0,4,5,2,0.46528687074312197,-0.4172232866961269,0.024031792023497534,0.44125507871962444,B
R2,1,A,0,4,1,1,4,0,0,3,0,0,5,7,2,0.373917684622666,0.3571698021352487,0.36554374337895734,0.00837394124370866,A
R2,2,B,0,3,1,3,0,7,0,3,2,0,3,1,0,0.2014021128646248,-0.2014021128646248,0.0,0.2014021128646248,B
R2,3,B,1,1,1,4,1,6,1,0,1,2,2,5,0,0.16732523132715496,0.0816174389433475,0.12447133513525123,0.04285389619190373,A
R2,4,A,0,3,1,0,6,3,0,1,2,5,0,7,2,0.5277553536179124,0.22520826478510808,0.3764818092015102,0.15127354441640214,A
R2,5,B,1,0,1,5,0,1,0,4,1,0,4,10,0,0.5688912225914846,-0.4938709884401946,0.037510117075645,0.5313811055158396,B
R2,6,B,0,1,0,2,1,9,1,2,1,3,1,9,3,0.3363692078756779,-0.21512055122762874,0.06062432832402459,0.27574487955165333,B
R2,7,B,0,2,0,0,6,7,3,4,2,2,1,11,3,0.6100306284665811,-0.4929488897400322,0.058540869363274434,0.5514897591033067,B
R2,8,A,1,2,1,3,1,11,1,0,0,0,6,4,0,0.5015726205707397,0.2988598088030695,0.4002162146869046,0.1013564058838351,A
R2,9,A,0,2,0,4,1,12,3,1,0,5,0,1,1,0.23931530335099505,0.02637524940692476,0.1328452763789599,0.10647002697203514,A
R2,10,A,1,3,0,1,3,2,3,2,0,1,0,1,2,0.1840731138145723,0.1151132039181822,0.14959315886637725,0.03447995494819506,A
R2,11,A,1,2,1,2,1,6,2,2,0,0,5,9,0,0.2578970100738098,0.06965682347609116,0.16377691677495046,0.09412009329885931,A
R2,12,A,1,4,0,3,0,11,1,2,0,2,2,8,3,0.3388182534404927,0.2803157437485614,0.3095669985945271,0.029251254845965663,A
R2,13,B,0,3,1,5,0,6,0,2,2,5,1,9,0,0.2966221931539103,-0.02267277816631124,0.13697470749379953,0.15964748566011078,B
R2,14,B,0,1,0,2,0,5,1,2,0,3,0,0,2,0.1756224532281774,-0.11499812490415282,0.030312164162012295,0.1453102890661651,B
R2,15,A,1,0,2,3,0,11,1,2,0,0,3,8,3,0.6497392835170057,0.076603550796652,0.3631714171568289,0.28656786636017684,A
R2,16,B,1,1,1,5,1,8,0,2,1,4,1,4,1,0.17145466244199464,-0.11083033411797007,0.030312164162012288,0.14114249827998235,B
R2,17,B,1,0,0,2,3,2,1,4,1,4,1,12,0,0.7378968394686645,-0.6210452587701742,0.05842579034924511,0.6794710491194194,B
R2,18,A,1,4,0,5,1,1,3,0,1,5,1,4,0,0.7525987498019923,0.26817867599711426,0.5103887128995532,0.242210036902439,A
R2,19,A,0,2,2,0,0,6,0,2,1,1,4,10,0,0.20144047253596795,0.1344489425862985,0.16794470756113322,0.033495764974834724,A
R2,20,B,0,1,0,1,1,7,3,2,0,3,1,6,2,0.1589512900834463,-0.1589512900834463,0.0,0.1589512900834463,B
R2,21,B,0,1,0,1,2,1,3,4,2,1,4,5,3,0.7093801398707064,-0.676037813581244,0.01667116314473116,0.6927089767259752,B
R2,22,A,0,0,2,0,5,2,2,1,1,1,2,6,1,0.3478500305895228,0.038283031994995734,0.19306653129225926,0.15478349929726354,A
R2,23,B,0,2,1,1,0,0,3,2,1,3,0,9,2,0.0678222812376573,0.007197952913632698,0.037510117075645,0.0303121641620123,A
R2,24,A,1,3,1,4,1,10,0,3,0,1,4,9,0,0.18056315893371094,0.1219839298990933,0.15127354441640212,0.02928961451730882,A
R2,25,A,0,4,2,1,3,3,1,2,1,4,1,2,1,0.42113188796050477,0.4127963063881392,0.416964097174322,0.00416779078618279,A
R2,26,B,0,3,1,3,1,12,2,1,2,2,1,1,1,0.4763740774969274,0.0215112630440775,0.24894267027050246,0.22743140722642494,A
R2,27,A,0,3,2,1,4,3,0,1,2,3,0,0,1,0.32525397176589776,0.30024722704880114,0.31275059940734945,0.012503372358548315,A
R2,28,A,1,2,2,1,0,8,2,1,0,4,1,7,1,0.46987232015995917,0.38416452777615173,0.42701842396805545,0.04285389619190372,A
R2,29,B,1,1,2,2,1,10,3,3,0,3,0,7,0,0.6633035651916006,-0.04146150503857474,0.31092103007651295,0.35238253511508766,B
R2,30,A,0,3,1,0,7,9,3,1,1,2,2,12,1,0.36394007717161875,0.24269142052356957,0.30331574884759416,0.06062432832402459,A
R2,31,A,1,2,2,1,0,5,0,0,2,1,1,9,2,0.33461210298296684,0.31786422049554947,0.3262381617392581,0.008373941243708688,A
R2,32,A,1,2,0,4,0,10,0,2,0,4,1,11,3,0.10347822451592832,0.08673034202851096,0.09510428327221965,0.008373941243708681,A
R2,33,A,1,3,0,4,1,5,3,0,0,2,0,1,0,0.4893956022802303,0.2741802910186944,0.38178794664946236,0.10760765563076796,A
R2,34,B,0,0,2,1,2,4,1,4,1,0,0,6,1,0.6742423490171899,-0.32152833206481984,0.17635700847618505,0.49788534054100486,B
R2,35,B,1,1,2,1,3,3,2,2,1,5,1,7,3,0.3394760893458141,0.09053341907531165,0.21500475421056287,0.12447133513525122,A
R2,36,A,1,3,1,5,1,2,0,0,0,4,0,9,2,0.6228603548931685,0.6228603548931685,0.6228603548931685,0.0,A
R2,37,A,1,1,0,4,1,1,1,1,0,3,1,11,1,0.04167790786182776,0.04167790786182776,0.04167790786182776,0.0,A
R2,38,A,0,0,1,0,0,6,3,0,0,3,0,12,2,0.20659245329551107,0.14596812497148648,0.17628028913349877,0.030312164162012295,A
R2,39,B,1,0,1,4,0,11,0,2,1,5,0,1,1,0.3209327422943425,-0.26030841397031795,0.030312164162012267,0.2906205781323302,B
R2,40,A,0,4,0,0,7,8,3,2,1,5,0,1,1,0.5486326672201693,0.06648785073275709,0.3075602589764632,0.24107240824370613,A
R2,41,A,0,0,2,0,0,5,2,2,0,2,3,9,3,0.6235949101411762,0.07546592213791914,0.34953041613954766,0.2740644940016285,A
R2,42,A,1,3,1,2,0,6,3,2,2,4,0,6,2,0.3060570437136656,-0.05711437344316318,0.12447133513525122,0.18158570857841438,B
R2,43,A,1,4,2,2,1,9,1,2,2,3,0,8,3,0.3221087306244185,0.31377314905205295,0.31794093983823574,0.00416779078618279,A
R2,44,A,1,2,1,5,0,11,1,1,0,2,3,6,0,0.35201782137570553,0.1994719377276011,0.27574487955165333,0.07627294182405221,A
R2,45,B,0,1,0,1,3,3,1,1,2,1,0,12,0,0.39549119380158754,-0.27022731218804547,0.06263194080677104,0.3328592529948165,B
R3,1,B,0,1,2,2,0,11,1,1,2,0,0,12,2,0.1422911320621874,0.019250606894130343,0.08077086947815887,0.06152026258402853,A
R3,2,A,1,3,0,0,1,0,2,3,1,4,0,6,3,0.32685569832120687,0.14834549473625028,0.23760059652872856,0.0892551017924783,A
R3,3,B,1,0,2,0,0,0,2,4,2,4,0,9,0,0.6964431148918652,-0.3287209377787056,0.1838610885565798,0.5125820263352854,B
R3,4,B,1,2,0,4,1,1,3,2,1,3,0,2,0,0.3488121607659641,-0.3352964800129591,0.006757840376502511,0.3420543203894616,B
R3,5,B,0,4,1,0,3,3,0,4,0,1,1,11,2,0.3221040142998254,0.3221040142998254,0.3221040142998254,0.0,A
R3,6,B,0,3,1,3,0,1,0,4,1,0,0,4,0,0.20369290703854354,-0.16314586477952842,0.02027352112950756,0.18341938590903598,B
R3,7,A,0,3,2,1,1,5,0,0,1,5,0,0,1,0.5935148340436839,0.5259364302786587,0.5597256321611712,0.03378920188251261,A
R3,8,B,0,3,1,2,0,12,3,4,1,3,1,0,0,0.4250322951480068,-0.36351203256397824,0.03076013129201427,0.3942721638559925,B
R3,9,A,0,1,2,2,0,0,1,1,0,3,0,4,2,0.31031472548463734,0.31031472548463734,0.31031472548463734,0.0,A
R3,10,A,0,3,2,1,0,8,0,3,0,0,6,6,0,0.2227860156299759,0.13423439153993727,0.1785102035849566,0.04427581204501932,A
R3,11,A,1,1,2,1,1,10,1,2,1,5,0,8,3,0.4649763579498463,0.2556670123778499,0.3603216851638481,0.10465467278599822,A
R3,12,A,1,3,2,3,1,11,0,2,0,3,1,0,1,0.4179984688611338,0.26932598057807833,0.34366222471960606,0.07433624414152773,A
R3,13,A,0,4,0,5,0,3,0,2,0,5,1,7,2,0.35733540377530915,0.35733540377530915,0.35733540377530915,0.0,A
R3,14,A,1,2,2,5,0,1,1,2,1,4,1,1,0,0.19402826218614888,-0.015518058601192299,0.0892551017924783,0.10477316039367059,B
R3,15,B,1,0,1,1,2,5,2,3,1,0,4,9,0,0.47923452710031655,-0.42517180408829636,0.0270313615060101,0.45220316559430646,B
R3,16,A,1,4,1,2,3,1,1,0,0,2,3,8,0,0.575128981661625,0.42710292345831236,0.5011159525599687,0.0740130291016563,A
R3,17,A,1,1,2,1,4,7,0,2,0,3,0,10,3,0.573482066636455,0.39120408257046857,0.48234307460346176,0.0911389920329932,A
R3,18,B,1,2,2,5,1,10,2,3,2,2,2,3,2,0.23072426854455363,-0.23072426854455363,0.0,0.23072426854455363,B
R3,19,A,0,0,2,5,1,11,1,0,0,2,2,6,0,0.3785928284451684,-0.021572421275255167,0.17851020358495662,0.20008262486021178,B
R3,20,B,0,1,1,2,0,7,2,0,0,3,0,9,0,0.37269596407380345,0.07664384766717808,0.22466990587049077,0.1480260582033127,A
R3,21,A,1,4,1,1,0,12,3,3,1,0,1,9,2,0.21618567355617135,-0.03390768949018502,0.09113899203299317,0.1250466815231782,B
R3,22,B,0,0,0,1,1,5,0,3,1,0,6,6,2,0.5482161077632873,-0.2386483106036569,0.15478389857981523,0.3934322091834721,B
R3,23,B,0,3,0,5,0,12,2,0,1,2,1,4,1,0.5830282238811773,-0.03619427168321815,0.2734169760989795,0.30961124778219773,B
R3,24,B,0,0,0,4,1,7,0,1,1,0,1,4,0,0.3237081401230361,-0.3237081401230361,0.0,0.3237081401230361,B
R3,25,B,0,2,2,2,0,8,2,2,2,5,1,5,0,0.26057997320886306,-0.07601918545677744,0.09228039387604281,0.16829957933282025,B
R3,26,B,1,0,1,5,0,4,2,0,1,2,2,1,1,0.18656694410720673,-0.18656694410720673,0.0,0.18656694410720673,B
