tau,tau_prime,method,trial,timestep,cos_sim,n_left,n_right,n_indifferent,n_incomparable,n_attempts
0.0,0.0,multiframe,0,1,0.6701539942807695,,,,,
0.0,0.0,multiframe,0,2,0.656108314995144,,,,,
0.0,0.0,multiframe,0,3,0.7147958832863114,,,,,
0.0,0.0,multiframe,0,4,0.8725108225684622,,,,,
0.0,0.0,multiframe,0,5,0.5923518316494126,,,,,
0.0,0.0,multiframe,0,6,0.6784796036475712,,,,,
0.0,0.0,multiframe,0,7,0.745232559696438,,,,,
0.0,0.0,multiframe,0,8,0.7468188173905369,,,,,
0.0,0.0,multiframe,0,9,0.6937966205057566,,,,,
0.0,0.0,multiframe,0,10,0.5700647816859938,,,,,
0.0,0.0,multiframe,0,11,0.7614125112667368,,,,,
0.0,0.0,multiframe,0,12,0.7256333792568042,,,,,
0.0,0.0,multiframe,0,13,0.6956601290398751,,,,,
0.0,0.0,multiframe,0,14,0.7227058318925432,,,,,
0.0,0.0,multiframe,0,15,0.7741203132075517,,,,,
0.0,0.0,multiframe,0,16,0.708776129520736,,,,,
0.0,0.0,multiframe,0,17,0.7222829165950446,,,,,
0.0,0.0,multiframe,0,18,0.8781784635165298,,,,,
0.0,0.0,multiframe,0,19,0.5774326254115848,,,,,
0.0,0.0,multiframe,0,20,0.7980146153469803,,,,,
0.0,0.0,multiframe,0,21,0.8147820756976311,,,,,
0.0,0.0,multiframe,0,22,0.7239123549675537,,,,,
0.0,0.0,multiframe,0,23,0.7912436984359362,,,,,
0.0,0.0,multiframe,0,24,0.7580844275558455,,,,,
0.0,0.0,multiframe,0,25,0.8203322256779789,,,,,
0.0,0.0,multiframe,0,26,0.6643714830556829,,,,,
0.0,0.0,multiframe,0,27,0.7423095042915878,,,,,
0.0,0.0,multiframe,0,28,0.7324160118760189,,,,,
0.0,0.0,multiframe,0,29,0.7191407658336826,,,,,
0.0,0.0,multiframe,0,30,0.7428887420807182,,,,,
0.0,0.0,multiframe,0,-1,0.7428887420807182,16.0,14.0,0.0,0.0,30.0
0.0,0.0,multiframe,1,1,0.5257474715293211,,,,,
0.0,0.0,multiframe,1,2,0.3863300851556227,,,,,
0.0,0.0,multiframe,1,3,0.6828041830352891,,,,,
0.0,0.0,multiframe,1,4,0.700701323623908,,,,,
0.0,0.0,multiframe,1,5,0.5557523122851842,,,,,
0.0,0.0,multiframe,1,6,0.6348707004019268,,,,,
0.0,0.0,multiframe,1,7,0.618683907979523,,,,,
0.0,0.0,multiframe,1,8,0.520700622844953,,,,,
0.0,0.0,multiframe,1,9,0.38642110250927514,,,,,
0.0,0.0,multiframe,1,10,0.5716817018247671,,,,,
0.0,0.0,multiframe,1,11,0.4439730803286535,,,,,
0.0,0.0,multiframe,1,12,0.31528087539716293,,,,,
0.0,0.0,multiframe,1,13,0.5882466069824335,,,,,
0.0,0.0,multiframe,1,14,0.5760916429940988,,,,,
0.0,0.0,multiframe,1,15,0.4944651840133326,,,,,
0.0,0.0,multiframe,1,16,0.5777053139032309,,,,,
0.0,0.0,multiframe,1,17,0.5023887450787409,,,,,
0.0,0.0,multiframe,1,18,0.5518925738767793,,,,,
0.0,0.0,multiframe,1,19,0.44053982535647956,,,,,
0.0,0.0,multiframe,1,20,0.4867611209896814,,,,,
0.0,0.0,multiframe,1,21,0.5804279840574317,,,,,
0.0,0.0,multiframe,1,22,0.5207339794877864,,,,,
0.0,0.0,multiframe,1,23,0.4225966609674367,,,,,
0.0,0.0,multiframe,1,24,0.5627851887068761,,,,,
0.0,0.0,multiframe,1,25,0.6316805140930386,,,,,
0.0,0.0,multiframe,1,26,0.49551765613431886,,,,,
0.0,0.0,multiframe,1,27,0.540923913289713,,,,,
0.0,0.0,multiframe,1,28,0.611287570820442,,,,,
0.0,0.0,multiframe,1,29,0.591065485668334,,,,,
0.0,0.0,multiframe,1,30,0.615653073123157,,,,,
0.0,0.0,multiframe,1,-1,0.615653073123157,17.0,13.0,0.0,0.0,30.0
0.0,0.0,multiframe,2,1,0.6240730983237065,,,,,
0.0,0.0,multiframe,2,2,0.5840849349789186,,,,,
0.0,0.0,multiframe,2,3,0.41045113873916456,,,,,
0.0,0.0,multiframe,2,4,0.6515748464717542,,,,,
0.0,0.0,multiframe,2,5,0.6033159553599504,,,,,
0.0,0.0,multiframe,2,6,0.5594853507900546,,,,,
0.0,0.0,multiframe,2,7,0.49743010380732705,,,,,
0.0,0.0,multiframe,2,8,0.565059943107193,,,,,
0.0,0.0,multiframe,2,9,0.6949762851387492,,,,,
0.0,0.0,multiframe,2,10,0.8143213227216509,,,,,
0.0,0.0,multiframe,2,11,0.43815986685164526,,,,,
0.0,0.0,multiframe,2,12,0.5386598225119531,,,,,
0.0,0.0,multiframe,2,13,0.7704699856014136,,,,,
0.0,0.0,multiframe,2,14,0.6498587859178065,,,,,
0.0,0.0,multiframe,2,15,0.48136336908053856,,,,,
0.0,0.0,multiframe,2,16,0.7043228534317773,,,,,
0.0,0.0,multiframe,2,17,0.5233100275439957,,,,,
0.0,0.0,multiframe,2,18,0.5844494543030465,,,,,
0.0,0.0,multiframe,2,19,0.6138958849017557,,,,,
0.0,0.0,multiframe,2,20,0.6428640562568442,,,,,
0.0,0.0,multiframe,2,21,0.505635442417395,,,,,
0.0,0.0,multiframe,2,22,0.6685055147378935,,,,,
0.0,0.0,multiframe,2,23,0.8556022775373529,,,,,
0.0,0.0,multiframe,2,24,0.6582740152798404,,,,,
0.0,0.0,multiframe,2,25,0.5464714716469027,,,,,
0.0,0.0,multiframe,2,26,0.9656985259244805,,,,,
0.0,0.0,multiframe,2,27,0.5074221084824507,,,,,
0.0,0.0,multiframe,2,28,0.48247161110414083,,,,,
0.0,0.0,multiframe,2,29,0.9303658710972615,,,,,
0.0,0.0,multiframe,2,30,0.47152883202210233,,,,,
0.0,0.0,multiframe,2,-1,0.47152883202210233,21.0,9.0,0.0,0.0,30.0
0.0,0.0,multiframe,3,1,0.6655039868231201,,,,,
0.0,0.0,multiframe,3,2,0.664340794936484,,,,,
0.0,0.0,multiframe,3,3,0.6795646798925843,,,,,
0.0,0.0,multiframe,3,4,0.7497514132312121,,,,,
0.0,0.0,multiframe,3,5,0.5790593703152063,,,,,
0.0,0.0,multiframe,3,6,0.8299453592794253,,,,,
0.0,0.0,multiframe,3,7,0.6333546206304962,,,,,
0.0,0.0,multiframe,3,8,0.8287026115416568,,,,,
0.0,0.0,multiframe,3,9,0.6463963192305986,,,,,
0.0,0.0,multiframe,3,10,0.373101166528537,,,,,
0.0,0.0,multiframe,3,11,0.8151853853947363,,,,,
0.0,0.0,multiframe,3,12,0.8471506585383559,,,,,
0.0,0.0,multiframe,3,13,0.6913685052936471,,,,,
0.0,0.0,multiframe,3,14,0.7285477597614913,,,,,
0.0,0.0,multiframe,3,15,0.7083186068028681,,,,,
0.0,0.0,multiframe,3,16,0.8446406633758254,,,,,
0.0,0.0,multiframe,3,17,0.4476135256930492,,,,,
0.0,0.0,multiframe,3,18,0.5587268248293313,,,,,
0.0,0.0,multiframe,3,19,0.7046538317612786,,,,,
0.0,0.0,multiframe,3,20,0.8600646049535325,,,,,
0.0,0.0,multiframe,3,21,0.6618706952279066,,,,,
0.0,0.0,multiframe,3,22,0.8512672646850993,,,,,
0.0,0.0,multiframe,3,23,0.599291391896615,,,,,
0.0,0.0,multiframe,3,24,0.6086765606547914,,,,,
0.0,0.0,multiframe,3,25,0.6808827448512449,,,,,
0.0,0.0,multiframe,3,26,0.7549303997263332,,,,,
0.0,0.0,multiframe,3,27,0.686781474255618,,,,,
0.0,0.0,multiframe,3,28,0.644356016935666,,,,,
0.0,0.0,multiframe,3,29,0.6679177312547907,,,,,
0.0,0.0,multiframe,3,30,0.7202467383683475,,,,,
0.0,0.0,multiframe,3,-1,0.7202467383683475,16.0,14.0,0.0,0.0,30.0
0.0,0.0,multiframe,4,1,0.5955010265181149,,,,,
0.0,0.0,multiframe,4,2,0.6302891851147673,,,,,
0.0,0.0,multiframe,4,3,0.8412016128642194,,,,,
0.0,0.0,multiframe,4,4,0.5943719123287164,,,,,
0.0,0.0,multiframe,4,5,0.7712370462481577,,,,,
0.0,0.0,multiframe,4,6,0.7809652193827086,,,,,
0.0,0.0,multiframe,4,7,0.5702642248042563,,,,,
0.0,0.0,multiframe,4,8,0.6777858257946127,,,,,
0.0,0.0,multiframe,4,9,0.6541645721320717,,,,,
0.0,0.0,multiframe,4,10,0.7006237473935334,,,,,
0.0,0.0,multiframe,4,11,0.7144691428435093,,,,,
0.0,0.0,multiframe,4,12,0.7137458438063639,,,,,
0.0,0.0,multiframe,4,13,0.6568496931278118,,,,,
0.0,0.0,multiframe,4,14,0.6917706973985407,,,,,
0.0,0.0,multiframe,4,15,0.6077912470416014,,,,,
0.0,0.0,multiframe,4,16,0.706097840296561,,,,,
0.0,0.0,multiframe,4,17,0.786932669040564,,,,,
0.0,0.0,multiframe,4,18,0.79175842329495,,,,,
0.0,0.0,multiframe,4,19,0.35363167803865986,,,,,
0.0,0.0,multiframe,4,20,0.6303978006970836,,,,,
0.0,0.0,multiframe,4,21,0.7730792081573654,,,,,
0.0,0.0,multiframe,4,22,0.680390727385451,,,,,
0.0,0.0,multiframe,4,23,0.8804425658298457,,,,,
0.0,0.0,multiframe,4,24,0.5854134685498548,,,,,
0.0,0.0,multiframe,4,25,0.646390392949873,,,,,
0.0,0.0,multiframe,4,26,0.8510211367209688,,,,,
0.0,0.0,multiframe,4,27,0.6664933971185877,,,,,
0.0,0.0,multiframe,4,28,0.760446010451796,,,,,
0.0,0.0,multiframe,4,29,0.6865567609673797,,,,,
0.0,0.0,multiframe,4,30,0.6957785183413149,,,,,
0.0,0.0,multiframe,4,-1,0.6957785183413149,15.0,15.0,0.0,0.0,30.0
0.0,0.0,bt_laplace_bald,0,1,0.6328340952758286,,,,,
0.0,0.0,bt_laplace_bald,0,2,0.40974182260335484,,,,,
0.0,0.0,bt_laplace_bald,0,3,0.3326957360072861,,,,,
0.0,0.0,bt_laplace_bald,0,4,0.5110955496491636,,,,,
0.0,0.0,bt_laplace_bald,0,5,0.5378832781784428,,,,,
0.0,0.0,bt_laplace_bald,0,6,0.41600403873604874,,,,,
0.0,0.0,bt_laplace_bald,0,7,0.5566722113076124,,,,,
0.0,0.0,bt_laplace_bald,0,8,0.4393788084031734,,,,,
0.0,0.0,bt_laplace_bald,0,9,0.4543229992451472,,,,,
0.0,0.0,bt_laplace_bald,0,10,0.4234350916351646,,,,,
0.0,0.0,bt_laplace_bald,0,11,0.4614039023383547,,,,,
0.0,0.0,bt_laplace_bald,0,12,0.5173310011439307,,,,,
0.0,0.0,bt_laplace_bald,0,13,0.46789983670667906,,,,,
0.0,0.0,bt_laplace_bald,0,14,0.4911148675493909,,,,,
0.0,0.0,bt_laplace_bald,0,15,0.4889048102627863,,,,,
0.0,0.0,bt_laplace_bald,0,16,0.5339277933393752,,,,,
0.0,0.0,bt_laplace_bald,0,17,0.5443539705571214,,,,,
0.0,0.0,bt_laplace_bald,0,18,0.6422427377139782,,,,,
0.0,0.0,bt_laplace_bald,0,19,0.6075364345348986,,,,,
0.0,0.0,bt_laplace_bald,0,20,0.6570269598676937,,,,,
0.0,0.0,bt_laplace_bald,0,21,0.6366912011352832,,,,,
0.0,0.0,bt_laplace_bald,0,22,0.5242264962322636,,,,,
0.0,0.0,bt_laplace_bald,0,23,0.46975553756766114,,,,,
0.0,0.0,bt_laplace_bald,0,24,0.5260757912095836,,,,,
0.0,0.0,bt_laplace_bald,0,25,0.45372143812193494,,,,,
0.0,0.0,bt_laplace_bald,0,26,0.5038046924784342,,,,,
0.0,0.0,bt_laplace_bald,0,27,0.4828569551724799,,,,,
0.0,0.0,bt_laplace_bald,0,28,0.4781334952430886,,,,,
0.0,0.0,bt_laplace_bald,0,29,0.5592167621088833,,,,,
0.0,0.0,bt_laplace_bald,0,30,0.5384291263270268,,,,,
0.0,0.0,bt_laplace_bald,0,-1,0.5384291263270268,19.0,11.0,0.0,0.0,30.0
0.0,0.0,bt_laplace_bald,1,1,0.5778688376664248,,,,,
0.0,0.0,bt_laplace_bald,1,2,0.5244290976133813,,,,,
0.0,0.0,bt_laplace_bald,1,3,0.3660916329413729,,,,,
0.0,0.0,bt_laplace_bald,1,4,0.5516022808313019,,,,,
0.0,0.0,bt_laplace_bald,1,5,0.801973281032418,,,,,
0.0,0.0,bt_laplace_bald,1,6,0.734897756287248,,,,,
0.0,0.0,bt_laplace_bald,1,7,0.8804638374974464,,,,,
0.0,0.0,bt_laplace_bald,1,8,0.6370161223341843,,,,,
0.0,0.0,bt_laplace_bald,1,9,0.8188069683991236,,,,,
0.0,0.0,bt_laplace_bald,1,10,0.9263499804705574,,,,,
0.0,0.0,bt_laplace_bald,1,11,0.9582297039275253,,,,,
0.0,0.0,bt_laplace_bald,1,12,0.8711434934143719,,,,,
0.0,0.0,bt_laplace_bald,1,13,0.8074097747320492,,,,,
0.0,0.0,bt_laplace_bald,1,14,0.8394655090933286,,,,,
0.0,0.0,bt_laplace_bald,1,15,0.8720913522493873,,,,,
0.0,0.0,bt_laplace_bald,1,16,0.8947920368416743,,,,,
0.0,0.0,bt_laplace_bald,1,17,0.8925503554420469,,,,,
0.0,0.0,bt_laplace_bald,1,18,0.8992818161560532,,,,,
0.0,0.0,bt_laplace_bald,1,19,0.8781099003283738,,,,,
0.0,0.0,bt_laplace_bald,1,20,0.9124273151598793,,,,,
0.0,0.0,bt_laplace_bald,1,21,0.9230035736819052,,,,,
0.0,0.0,bt_laplace_bald,1,22,0.8954072465139153,,,,,
0.0,0.0,bt_laplace_bald,1,23,0.9198734339546973,,,,,
0.0,0.0,bt_laplace_bald,1,24,0.8838356006125456,,,,,
0.0,0.0,bt_laplace_bald,1,25,0.8802272275454798,,,,,
0.0,0.0,bt_laplace_bald,1,26,0.9279558050271508,,,,,
0.0,0.0,bt_laplace_bald,1,27,0.9125368114973019,,,,,
0.0,0.0,bt_laplace_bald,1,28,0.8675321506304673,,,,,
0.0,0.0,bt_laplace_bald,1,29,0.8824511544564642,,,,,
0.0,0.0,bt_laplace_bald,1,30,0.9209909546219702,,,,,
0.0,0.0,bt_laplace_bald,1,-1,0.9209909546219702,12.0,18.0,0.0,0.0,30.0
0.0,0.0,bt_laplace_bald,2,1,0.7096779110277378,,,,,
0.0,0.0,bt_laplace_bald,2,2,0.6284065262024704,,,,,
0.0,0.0,bt_laplace_bald,2,3,0.2364547760460935,,,,,
0.0,0.0,bt_laplace_bald,2,4,0.2335208608324439,,,,,
0.0,0.0,bt_laplace_bald,2,5,0.5987930273520309,,,,,
0.0,0.0,bt_laplace_bald,2,6,0.6492335608630982,,,,,
0.0,0.0,bt_laplace_bald,2,7,0.7359734843534337,,,,,
0.0,0.0,bt_laplace_bald,2,8,0.7588062830488282,,,,,
0.0,0.0,bt_laplace_bald,2,9,0.7726804647446632,,,,,
0.0,0.0,bt_laplace_bald,2,10,0.6165066434765649,,,,,
0.0,0.0,bt_laplace_bald,2,11,0.5737752831841455,,,,,
0.0,0.0,bt_laplace_bald,2,12,0.5386139284913332,,,,,
0.0,0.0,bt_laplace_bald,2,13,0.7208802734552923,,,,,
0.0,0.0,bt_laplace_bald,2,14,0.719412804796675,,,,,
0.0,0.0,bt_laplace_bald,2,15,0.6618115016877103,,,,,
0.0,0.0,bt_laplace_bald,2,16,0.8087062756133698,,,,,
0.0,0.0,bt_laplace_bald,2,17,0.8084510614712188,,,,,
0.0,0.0,bt_laplace_bald,2,18,0.8265275278762139,,,,,
0.0,0.0,bt_laplace_bald,2,19,0.8947508809695834,,,,,
0.0,0.0,bt_laplace_bald,2,20,0.9162408020775483,,,,,
0.0,0.0,bt_laplace_bald,2,21,0.9568621463443451,,,,,
0.0,0.0,bt_laplace_bald,2,22,0.965598350150556,,,,,
0.0,0.0,bt_laplace_bald,2,23,0.9585942324250335,,,,,
0.0,0.0,bt_laplace_bald,2,24,0.9252128736766998,,,,,
0.0,0.0,bt_laplace_bald,2,25,0.9591915641892026,,,,,
0.0,0.0,bt_laplace_bald,2,26,0.9421337338637842,,,,,
0.0,0.0,bt_laplace_bald,2,27,0.943770936845523,,,,,
0.0,0.0,bt_laplace_bald,2,28,0.9073432772782838,,,,,
0.0,0.0,bt_laplace_bald,2,29,0.9174277532124459,,,,,
0.0,0.0,bt_laplace_bald,2,30,0.8986594943380984,,,,,
0.0,0.0,bt_laplace_bald,2,-1,0.8986594943380984,13.0,17.0,0.0,0.0,30.0
0.0,0.0,bt_laplace_bald,3,1,0.5990825998441184,,,,,
0.0,0.0,bt_laplace_bald,3,2,0.8006554609976143,,,,,
0.0,0.0,bt_laplace_bald,3,3,0.8280037194727787,,,,,
0.0,0.0,bt_laplace_bald,3,4,0.9845709888405306,,,,,
0.0,0.0,bt_laplace_bald,3,5,0.8862101062066018,,,,,
0.0,0.0,bt_laplace_bald,3,6,0.8620787093212468,,,,,
0.0,0.0,bt_laplace_bald,3,7,0.688600569159391,,,,,
0.0,0.0,bt_laplace_bald,3,8,0.6986533715324709,,,,,
0.0,0.0,bt_laplace_bald,3,9,0.5420334547688936,,,,,
0.0,0.0,bt_laplace_bald,3,10,0.566130154907644,,,,,
0.0,0.0,bt_laplace_bald,3,11,0.5366960272746459,,,,,
0.0,0.0,bt_laplace_bald,3,12,0.5054996946251287,,,,,
0.0,0.0,bt_laplace_bald,3,13,0.5045183200175758,,,,,
0.0,0.0,bt_laplace_bald,3,14,0.48766863809761407,,,,,
0.0,0.0,bt_laplace_bald,3,15,0.5953021036515771,,,,,
0.0,0.0,bt_laplace_bald,3,16,0.5707794749064692,,,,,
0.0,0.0,bt_laplace_bald,3,17,0.5661409747935384,,,,,
0.0,0.0,bt_laplace_bald,3,18,0.5656143855707861,,,,,
0.0,0.0,bt_laplace_bald,3,19,0.5894428197107107,,,,,
0.0,0.0,bt_laplace_bald,3,20,0.542451476604623,,,,,
0.0,0.0,bt_laplace_bald,3,21,0.5320918170080932,,,,,
0.0,0.0,bt_laplace_bald,3,22,0.52976840219619,,,,,
0.0,0.0,bt_laplace_bald,3,23,0.5436010227655581,,,,,
0.0,0.0,bt_laplace_bald,3,24,0.5302895644320503,,,,,
0.0,0.0,bt_laplace_bald,3,25,0.5100061764053706,,,,,
0.0,0.0,bt_laplace_bald,3,26,0.49943792328221304,,,,,
0.0,0.0,bt_laplace_bald,3,27,0.5312062529376994,,,,,
0.0,0.0,bt_laplace_bald,3,28,0.5427257890501812,,,,,
0.0,0.0,bt_laplace_bald,3,29,0.5107959443000899,,,,,
0.0,0.0,bt_laplace_bald,3,30,0.5489340847721177,,,,,
0.0,0.0,bt_laplace_bald,3,-1,0.5489340847721177,13.0,17.0,0.0,0.0,30.0
0.0,0.0,bt_laplace_bald,4,1,0.4532237093503096,,,,,
0.0,0.0,bt_laplace_bald,4,2,0.5327921887081944,,,,,
0.0,0.0,bt_laplace_bald,4,3,0.548039523821393,,,,,
0.0,0.0,bt_laplace_bald,4,4,0.6387378221122236,,,,,
0.0,0.0,bt_laplace_bald,4,5,0.7655270917326019,,,,,
0.0,0.0,bt_laplace_bald,4,6,0.7701346188498194,,,,,
0.0,0.0,bt_laplace_bald,4,7,0.48407980864821076,,,,,
0.0,0.0,bt_laplace_bald,4,8,0.5744800293816504,,,,,
0.0,0.0,bt_laplace_bald,4,9,0.6570213748546526,,,,,
0.0,0.0,bt_laplace_bald,4,10,0.7199284661236433,,,,,
0.0,0.0,bt_laplace_bald,4,11,0.7816868753514603,,,,,
0.0,0.0,bt_laplace_bald,4,12,0.787221718801154,,,,,
0.0,0.0,bt_laplace_bald,4,13,0.7170489106546054,,,,,
0.0,0.0,bt_laplace_bald,4,14,0.6957965260015565,,,,,
0.0,0.0,bt_laplace_bald,4,15,0.7014483937373548,,,,,
0.0,0.0,bt_laplace_bald,4,16,0.7420899956053025,,,,,
0.0,0.0,bt_laplace_bald,4,17,0.7951431003452835,,,,,
0.0,0.0,bt_laplace_bald,4,18,0.7842894809518086,,,,,
0.0,0.0,bt_laplace_bald,4,19,0.8105127497823036,,,,,
0.0,0.0,bt_laplace_bald,4,20,0.7676672538598217,,,,,
0.0,0.0,bt_laplace_bald,4,21,0.7995515979142173,,,,,
0.0,0.0,bt_laplace_bald,4,22,0.7748557645490742,,,,,
0.0,0.0,bt_laplace_bald,4,23,0.7591697462750631,,,,,
0.0,0.0,bt_laplace_bald,4,24,0.7655616136191155,,,,,
0.0,0.0,bt_laplace_bald,4,25,0.7683129545683702,,,,,
0.0,0.0,bt_laplace_bald,4,26,0.7651386469731584,,,,,
0.0,0.0,bt_laplace_bald,4,27,0.7785831976716955,,,,,
0.0,0.0,bt_laplace_bald,4,28,0.7637600720314488,,,,,
0.0,0.0,bt_laplace_bald,4,29,0.7531834252092047,,,,,
0.0,0.0,bt_laplace_bald,4,30,0.7698014768447116,,,,,
0.0,0.0,bt_laplace_bald,4,-1,0.7698014768447116,14.0,16.0,0.0,0.0,30.0
0.0,0.0,bt_laplace_bald_k,0,1,0.6748818273653104,,,,,
0.0,0.0,bt_laplace_bald_k,0,2,0.8833704337835494,,,,,
0.0,0.0,bt_laplace_bald_k,0,3,0.6977211510931167,,,,,
0.0,0.0,bt_laplace_bald_k,0,4,0.8243817867283909,,,,,
0.0,0.0,bt_laplace_bald_k,0,5,0.3823981398245215,,,,,
0.0,0.0,bt_laplace_bald_k,0,6,0.5288633098251779,,,,,
0.0,0.0,bt_laplace_bald_k,0,7,0.5450404129496043,,,,,
0.0,0.0,bt_laplace_bald_k,0,8,0.5764309092913994,,,,,
0.0,0.0,bt_laplace_bald_k,0,9,0.5059017881715021,,,,,
0.0,0.0,bt_laplace_bald_k,0,10,0.5066479433016006,,,,,
0.0,0.0,bt_laplace_bald_k,0,11,0.5436187419809725,,,,,
0.0,0.0,bt_laplace_bald_k,0,12,0.5510336441979656,,,,,
0.0,0.0,bt_laplace_bald_k,0,13,0.53486690909101,,,,,
0.0,0.0,bt_laplace_bald_k,0,14,0.5062283795321495,,,,,
0.0,0.0,bt_laplace_bald_k,0,15,0.48806063166962155,,,,,
0.0,0.0,bt_laplace_bald_k,0,16,0.5024898147232204,,,,,
0.0,0.0,bt_laplace_bald_k,0,17,0.55913224116307,,,,,
0.0,0.0,bt_laplace_bald_k,0,18,0.5513688580073159,,,,,
0.0,0.0,bt_laplace_bald_k,0,19,0.5664151955945019,,,,,
0.0,0.0,bt_laplace_bald_k,0,20,0.5685828816578343,,,,,
0.0,0.0,bt_laplace_bald_k,0,21,0.5449398922381543,,,,,
0.0,0.0,bt_laplace_bald_k,0,22,0.5488414612197575,,,,,
0.0,0.0,bt_laplace_bald_k,0,23,0.5316935054564923,,,,,
0.0,0.0,bt_laplace_bald_k,0,24,0.5384195943748729,,,,,
0.0,0.0,bt_laplace_bald_k,0,25,0.5465601772006512,,,,,
0.0,0.0,bt_laplace_bald_k,0,26,0.5714840477940155,,,,,
0.0,0.0,bt_laplace_bald_k,0,27,0.5932317949076573,,,,,
0.0,0.0,bt_laplace_bald_k,0,28,0.612411170206235,,,,,
0.0,0.0,bt_laplace_bald_k,0,29,0.6226718390413547,,,,,
0.0,0.0,bt_laplace_bald_k,0,30,0.6670224753073438,,,,,
0.0,0.0,bt_laplace_bald_k,0,31,0.7116515565440347,,,,,
0.0,0.0,bt_laplace_bald_k,0,32,0.7054636180629501,,,,,
0.0,0.0,bt_laplace_bald_k,0,33,0.7005716757244644,,,,,
0.0,0.0,bt_laplace_bald_k,0,34,0.7477656297034194,,,,,
0.0,0.0,bt_laplace_bald_k,0,35,0.7106057853695014,,,,,
0.0,0.0,bt_laplace_bald_k,0,36,0.760135335492276,,,,,
0.0,0.0,bt_laplace_bald_k,0,37,0.8008908901931848,,,,,
0.0,0.0,bt_laplace_bald_k,0,38,0.7521533011272672,,,,,
0.0,0.0,bt_laplace_bald_k,0,39,0.7643800119413687,,,,,
0.0,0.0,bt_laplace_bald_k,0,40,0.7717108465271679,,,,,
0.0,0.0,bt_laplace_bald_k,0,41,0.7557211469745244,,,,,
0.0,0.0,bt_laplace_bald_k,0,42,0.7990111428843699,,,,,
0.0,0.0,bt_laplace_bald_k,0,43,0.7450058417310609,,,,,
0.0,0.0,bt_laplace_bald_k,0,44,0.7648529484361819,,,,,
0.0,0.0,bt_laplace_bald_k,0,45,0.7764695518929343,,,,,
0.0,0.0,bt_laplace_bald_k,0,46,0.750438757984228,,,,,
0.0,0.0,bt_laplace_bald_k,0,47,0.7609577837098552,,,,,
0.0,0.0,bt_laplace_bald_k,0,48,0.7955581888100326,,,,,
0.0,0.0,bt_laplace_bald_k,0,49,0.8220775760232537,,,,,
0.0,0.0,bt_laplace_bald_k,0,50,0.8506151073189258,,,,,
0.0,0.0,bt_laplace_bald_k,0,-1,0.8506151073189258,20.0,30.0,0.0,0.0,50.0
0.0,0.0,bt_laplace_bald_k,1,1,0.6101780307272205,,,,,
0.0,0.0,bt_laplace_bald_k,1,2,0.5505862499265486,,,,,
0.0,0.0,bt_laplace_bald_k,1,3,0.2739372799557873,,,,,
0.0,0.0,bt_laplace_bald_k,1,4,0.7110149549012496,,,,,
0.0,0.0,bt_laplace_bald_k,1,5,0.5112223174610733,,,,,
0.0,0.0,bt_laplace_bald_k,1,6,0.6498340920401053,,,,,
0.0,0.0,bt_laplace_bald_k,1,7,0.6939050259074216,,,,,
0.0,0.0,bt_laplace_bald_k,1,8,0.5631984335057955,,,,,
0.0,0.0,bt_laplace_bald_k,1,9,0.4818408374032886,,,,,
0.0,0.0,bt_laplace_bald_k,1,10,0.5147735132104704,,,,,
0.0,0.0,bt_laplace_bald_k,1,11,0.5737410492192616,,,,,
0.0,0.0,bt_laplace_bald_k,1,12,0.5920236187790333,,,,,
0.0,0.0,bt_laplace_bald_k,1,13,0.5870531815201436,,,,,
