tau,tau_prime,method,trial,timestep,cos_sim,n_left,n_right,n_indifferent,n_incomparable,n_attempts
0.0,0.0,bt_laplace_bald_k,1,14,0.5888829562368405,,,,,
0.0,0.0,bt_laplace_bald_k,1,15,0.6002008486541918,,,,,
0.0,0.0,bt_laplace_bald_k,1,16,0.5901920162973472,,,,,
0.0,0.0,bt_laplace_bald_k,1,17,0.6059810191804792,,,,,
0.0,0.0,bt_laplace_bald_k,1,18,0.565054856663122,,,,,
0.0,0.0,bt_laplace_bald_k,1,19,0.532327090801654,,,,,
0.0,0.0,bt_laplace_bald_k,1,20,0.5065541992837077,,,,,
0.0,0.0,bt_laplace_bald_k,1,21,0.5045590724529355,,,,,
0.0,0.0,bt_laplace_bald_k,1,22,0.5388964308188124,,,,,
0.0,0.0,bt_laplace_bald_k,1,23,0.5211896972171689,,,,,
0.0,0.0,bt_laplace_bald_k,1,24,0.5488196676142945,,,,,
0.0,0.0,bt_laplace_bald_k,1,25,0.5270297670470034,,,,,
0.0,0.0,bt_laplace_bald_k,1,26,0.5580600009734551,,,,,
0.0,0.0,bt_laplace_bald_k,1,27,0.5637938130806502,,,,,
0.0,0.0,bt_laplace_bald_k,1,28,0.56469314502269,,,,,
0.0,0.0,bt_laplace_bald_k,1,29,0.5522052741449196,,,,,
0.0,0.0,bt_laplace_bald_k,1,30,0.5766224233971323,,,,,
0.0,0.0,bt_laplace_bald_k,1,31,0.5672383043031971,,,,,
0.0,0.0,bt_laplace_bald_k,1,32,0.5650923640235894,,,,,
0.0,0.0,bt_laplace_bald_k,1,33,0.5665018344941607,,,,,
0.0,0.0,bt_laplace_bald_k,1,34,0.597576122736982,,,,,
0.0,0.0,bt_laplace_bald_k,1,35,0.5806732403118325,,,,,
0.0,0.0,bt_laplace_bald_k,1,36,0.5792599606796179,,,,,
0.0,0.0,bt_laplace_bald_k,1,37,0.5703069393746415,,,,,
0.0,0.0,bt_laplace_bald_k,1,38,0.5687537936631406,,,,,
0.0,0.0,bt_laplace_bald_k,1,39,0.5425767790676275,,,,,
0.0,0.0,bt_laplace_bald_k,1,40,0.5476800852623949,,,,,
0.0,0.0,bt_laplace_bald_k,1,41,0.5410828624265326,,,,,
0.0,0.0,bt_laplace_bald_k,1,42,0.5266182470453514,,,,,
0.0,0.0,bt_laplace_bald_k,1,43,0.5151293155863007,,,,,
0.0,0.0,bt_laplace_bald_k,1,44,0.515246864537265,,,,,
0.0,0.0,bt_laplace_bald_k,1,45,0.5041104267034912,,,,,
0.0,0.0,bt_laplace_bald_k,1,46,0.5112027415411529,,,,,
0.0,0.0,bt_laplace_bald_k,1,47,0.5419609407123177,,,,,
0.0,0.0,bt_laplace_bald_k,1,48,0.5407150502231585,,,,,
0.0,0.0,bt_laplace_bald_k,1,49,0.5586451419363849,,,,,
0.0,0.0,bt_laplace_bald_k,1,50,0.547552838138212,,,,,
0.0,0.0,bt_laplace_bald_k,1,-1,0.547552838138212,32.0,18.0,0.0,0.0,50.0
0.0,0.0,bt_laplace_bald_k,2,1,0.55146698792218,,,,,
0.0,0.0,bt_laplace_bald_k,2,2,0.5135967370706652,,,,,
0.0,0.0,bt_laplace_bald_k,2,3,0.6301648563991926,,,,,
0.0,0.0,bt_laplace_bald_k,2,4,0.4343221750102238,,,,,
0.0,0.0,bt_laplace_bald_k,2,5,0.6381209954495307,,,,,
0.0,0.0,bt_laplace_bald_k,2,6,0.6966291739970235,,,,,
0.0,0.0,bt_laplace_bald_k,2,7,0.6959766462058579,,,,,
0.0,0.0,bt_laplace_bald_k,2,8,0.6363154411186602,,,,,
0.0,0.0,bt_laplace_bald_k,2,9,0.6930839119698865,,,,,
0.0,0.0,bt_laplace_bald_k,2,10,0.7216554498688448,,,,,
0.0,0.0,bt_laplace_bald_k,2,11,0.613845406443235,,,,,
0.0,0.0,bt_laplace_bald_k,2,12,0.6070276725572173,,,,,
0.0,0.0,bt_laplace_bald_k,2,13,0.5843293801893138,,,,,
0.0,0.0,bt_laplace_bald_k,2,14,0.5253616116505371,,,,,
0.0,0.0,bt_laplace_bald_k,2,15,0.48051359930940085,,,,,
0.0,0.0,bt_laplace_bald_k,2,16,0.5150789295530197,,,,,
0.0,0.0,bt_laplace_bald_k,2,17,0.4950966711672913,,,,,
0.0,0.0,bt_laplace_bald_k,2,18,0.5091827169074107,,,,,
0.0,0.0,bt_laplace_bald_k,2,19,0.5426871472970778,,,,,
0.0,0.0,bt_laplace_bald_k,2,20,0.5345036655066702,,,,,
0.0,0.0,bt_laplace_bald_k,2,21,0.5583848022709915,,,,,
0.0,0.0,bt_laplace_bald_k,2,22,0.5770162330712583,,,,,
0.0,0.0,bt_laplace_bald_k,2,23,0.5721334669646719,,,,,
0.0,0.0,bt_laplace_bald_k,2,24,0.5564230616750281,,,,,
0.0,0.0,bt_laplace_bald_k,2,25,0.5813635326391275,,,,,
0.0,0.0,bt_laplace_bald_k,2,26,0.5767739363892773,,,,,
0.0,0.0,bt_laplace_bald_k,2,27,0.6021757141165484,,,,,
0.0,0.0,bt_laplace_bald_k,2,28,0.6145789868210837,,,,,
0.0,0.0,bt_laplace_bald_k,2,29,0.6000460493886216,,,,,
0.0,0.0,bt_laplace_bald_k,2,30,0.6231481160912378,,,,,
0.0,0.0,bt_laplace_bald_k,2,31,0.638259051334925,,,,,
0.0,0.0,bt_laplace_bald_k,2,32,0.6419048931985571,,,,,
0.0,0.0,bt_laplace_bald_k,2,33,0.6439722972322494,,,,,
0.0,0.0,bt_laplace_bald_k,2,34,0.6390843925903626,,,,,
0.0,0.0,bt_laplace_bald_k,2,35,0.62907821241423,,,,,
0.0,0.0,bt_laplace_bald_k,2,36,0.6265637190228189,,,,,
0.0,0.0,bt_laplace_bald_k,2,37,0.6451280857819551,,,,,
0.0,0.0,bt_laplace_bald_k,2,38,0.6612964576009579,,,,,
0.0,0.0,bt_laplace_bald_k,2,39,0.6436345479857736,,,,,
0.0,0.0,bt_laplace_bald_k,2,40,0.6500880511466336,,,,,
0.0,0.0,bt_laplace_bald_k,2,41,0.6498923496895551,,,,,
0.0,0.0,bt_laplace_bald_k,2,42,0.6429791223785658,,,,,
0.0,0.0,bt_laplace_bald_k,2,43,0.644548807416941,,,,,
0.0,0.0,bt_laplace_bald_k,2,44,0.6504140179758884,,,,,
0.0,0.0,bt_laplace_bald_k,2,45,0.6434334842844208,,,,,
0.0,0.0,bt_laplace_bald_k,2,46,0.6201598400254091,,,,,
0.0,0.0,bt_laplace_bald_k,2,47,0.6239803414160153,,,,,
0.0,0.0,bt_laplace_bald_k,2,48,0.6237237368502105,,,,,
0.0,0.0,bt_laplace_bald_k,2,49,0.6423021210639185,,,,,
0.0,0.0,bt_laplace_bald_k,2,50,0.6321173761869958,,,,,
0.0,0.0,bt_laplace_bald_k,2,-1,0.6321173761869958,29.0,21.0,0.0,0.0,50.0
0.0,0.0,bt_laplace_bald_k,3,1,0.6623306410738952,,,,,
0.0,0.0,bt_laplace_bald_k,3,2,0.5186050849640363,,,,,
0.0,0.0,bt_laplace_bald_k,3,3,0.30892869909257625,,,,,
0.0,0.0,bt_laplace_bald_k,3,4,0.23122602970255549,,,,,
0.0,0.0,bt_laplace_bald_k,3,5,0.40446303974553743,,,,,
0.0,0.0,bt_laplace_bald_k,3,6,0.47965684916280477,,,,,
0.0,0.0,bt_laplace_bald_k,3,7,0.5268730557849136,,,,,
0.0,0.0,bt_laplace_bald_k,3,8,0.6542271418921364,,,,,
0.0,0.0,bt_laplace_bald_k,3,9,0.7260245320445957,,,,,
0.0,0.0,bt_laplace_bald_k,3,10,0.7301822598895483,,,,,
0.0,0.0,bt_laplace_bald_k,3,11,0.6545166519817425,,,,,
0.0,0.0,bt_laplace_bald_k,3,12,0.5907093524052376,,,,,
0.0,0.0,bt_laplace_bald_k,3,13,0.6577404760196357,,,,,
0.0,0.0,bt_laplace_bald_k,3,14,0.6796700347862366,,,,,
0.0,0.0,bt_laplace_bald_k,3,15,0.691898499980811,,,,,
0.0,0.0,bt_laplace_bald_k,3,16,0.6890192531268473,,,,,
0.0,0.0,bt_laplace_bald_k,3,17,0.6694547963926019,,,,,
0.0,0.0,bt_laplace_bald_k,3,18,0.7059024865361249,,,,,
0.0,0.0,bt_laplace_bald_k,3,19,0.6948328811387887,,,,,
0.0,0.0,bt_laplace_bald_k,3,20,0.6926697414731839,,,,,
0.0,0.0,bt_laplace_bald_k,3,21,0.6782051818605863,,,,,
0.0,0.0,bt_laplace_bald_k,3,22,0.6965244314462725,,,,,
0.0,0.0,bt_laplace_bald_k,3,23,0.7051176424771125,,,,,
0.0,0.0,bt_laplace_bald_k,3,24,0.7058366183868967,,,,,
0.0,0.0,bt_laplace_bald_k,3,25,0.7257242352606856,,,,,
0.0,0.0,bt_laplace_bald_k,3,26,0.6929268661666304,,,,,
0.0,0.0,bt_laplace_bald_k,3,27,0.6954942706010439,,,,,
0.0,0.0,bt_laplace_bald_k,3,28,0.7230624260413706,,,,,
0.0,0.0,bt_laplace_bald_k,3,29,0.6867974549344598,,,,,
0.0,0.0,bt_laplace_bald_k,3,30,0.66968396158641,,,,,
0.0,0.0,bt_laplace_bald_k,3,31,0.6711331668672211,,,,,
0.0,0.0,bt_laplace_bald_k,3,32,0.6759499866757953,,,,,
0.0,0.0,bt_laplace_bald_k,3,33,0.6130527089339782,,,,,
0.0,0.0,bt_laplace_bald_k,3,34,0.6219939432782187,,,,,
0.0,0.0,bt_laplace_bald_k,3,35,0.6110339722671997,,,,,
0.0,0.0,bt_laplace_bald_k,3,36,0.6143706958371827,,,,,
0.0,0.0,bt_laplace_bald_k,3,37,0.590039336533672,,,,,
0.0,0.0,bt_laplace_bald_k,3,38,0.6155652304276014,,,,,
0.0,0.0,bt_laplace_bald_k,3,39,0.6026445086378687,,,,,
0.0,0.0,bt_laplace_bald_k,3,40,0.5709646342818946,,,,,
0.0,0.0,bt_laplace_bald_k,3,41,0.5795851697997773,,,,,
0.0,0.0,bt_laplace_bald_k,3,42,0.5581904000675006,,,,,
0.0,0.0,bt_laplace_bald_k,3,43,0.5713137526861295,,,,,
0.0,0.0,bt_laplace_bald_k,3,44,0.5677058769603757,,,,,
0.0,0.0,bt_laplace_bald_k,3,45,0.5526174203027945,,,,,
0.0,0.0,bt_laplace_bald_k,3,46,0.5589754662657371,,,,,
0.0,0.0,bt_laplace_bald_k,3,47,0.5581263883946734,,,,,
0.0,0.0,bt_laplace_bald_k,3,48,0.5574546701671295,,,,,
0.0,0.0,bt_laplace_bald_k,3,49,0.574099154395906,,,,,
0.0,0.0,bt_laplace_bald_k,3,50,0.5525872712464589,,,,,
0.0,0.0,bt_laplace_bald_k,3,-1,0.5525872712464589,24.0,26.0,0.0,0.0,50.0
0.0,0.0,bt_laplace_bald_k,4,1,0.7515813504022206,,,,,
0.0,0.0,bt_laplace_bald_k,4,2,0.5802144703304893,,,,,
0.0,0.0,bt_laplace_bald_k,4,3,0.6310814464194124,,,,,
0.0,0.0,bt_laplace_bald_k,4,4,0.5861980273897812,,,,,
0.0,0.0,bt_laplace_bald_k,4,5,0.3829880386694276,,,,,
0.0,0.0,bt_laplace_bald_k,4,6,0.4197675208937978,,,,,
0.0,0.0,bt_laplace_bald_k,4,7,0.3398035423747298,,,,,
0.0,0.0,bt_laplace_bald_k,4,8,0.4021932211050255,,,,,
0.0,0.0,bt_laplace_bald_k,4,9,0.5041766988169329,,,,,
0.0,0.0,bt_laplace_bald_k,4,10,0.39509367287757435,,,,,
0.0,0.0,bt_laplace_bald_k,4,11,0.43391601867971114,,,,,
0.0,0.0,bt_laplace_bald_k,4,12,0.3717853441104727,,,,,
0.0,0.0,bt_laplace_bald_k,4,13,0.44165905719253307,,,,,
0.0,0.0,bt_laplace_bald_k,4,14,0.3921417397550051,,,,,
0.0,0.0,bt_laplace_bald_k,4,15,0.4219865675210789,,,,,
0.0,0.0,bt_laplace_bald_k,4,16,0.3906075492492844,,,,,
0.0,0.0,bt_laplace_bald_k,4,17,0.4107463534813646,,,,,
0.0,0.0,bt_laplace_bald_k,4,18,0.38644310707523116,,,,,
0.0,0.0,bt_laplace_bald_k,4,19,0.3887379821163905,,,,,
0.0,0.0,bt_laplace_bald_k,4,20,0.4094244155747388,,,,,
0.0,0.0,bt_laplace_bald_k,4,21,0.40226060501678895,,,,,
0.0,0.0,bt_laplace_bald_k,4,22,0.41441965074943227,,,,,
0.0,0.0,bt_laplace_bald_k,4,23,0.3785912284912477,,,,,
0.0,0.0,bt_laplace_bald_k,4,24,0.4157055076538332,,,,,
0.0,0.0,bt_laplace_bald_k,4,25,0.474650583215059,,,,,
0.0,0.0,bt_laplace_bald_k,4,26,0.46986384746167353,,,,,
0.0,0.0,bt_laplace_bald_k,4,27,0.4733426736028875,,,,,
0.0,0.0,bt_laplace_bald_k,4,28,0.5203170184857526,,,,,
0.0,0.0,bt_laplace_bald_k,4,29,0.49270563053499283,,,,,
0.0,0.0,bt_laplace_bald_k,4,30,0.519451585808693,,,,,
0.0,0.0,bt_laplace_bald_k,4,31,0.5385464732965437,,,,,
0.0,0.0,bt_laplace_bald_k,4,32,0.5444089746086646,,,,,
0.0,0.0,bt_laplace_bald_k,4,33,0.5687754003874772,,,,,
0.0,0.0,bt_laplace_bald_k,4,34,0.5911296899881162,,,,,
0.0,0.0,bt_laplace_bald_k,4,35,0.5915405509889807,,,,,
0.0,0.0,bt_laplace_bald_k,4,36,0.5550280564557802,,,,,
0.0,0.0,bt_laplace_bald_k,4,37,0.5718234151424887,,,,,
0.0,0.0,bt_laplace_bald_k,4,38,0.5500690047412751,,,,,
0.0,0.0,bt_laplace_bald_k,4,39,0.5465673422669869,,,,,
0.0,0.0,bt_laplace_bald_k,4,40,0.6002471714853634,,,,,
0.0,0.0,bt_laplace_bald_k,4,41,0.5979262528292383,,,,,
0.0,0.0,bt_laplace_bald_k,4,42,0.5756398465880339,,,,,
0.0,0.0,bt_laplace_bald_k,4,43,0.5579901805694542,,,,,
0.0,0.0,bt_laplace_bald_k,4,44,0.5872862848591528,,,,,
0.0,0.0,bt_laplace_bald_k,4,45,0.6286416191641085,,,,,
0.0,0.0,bt_laplace_bald_k,4,46,0.6485220238921964,,,,,
0.0,0.0,bt_laplace_bald_k,4,47,0.6656153664513673,,,,,
0.0,0.0,bt_laplace_bald_k,4,48,0.689175948638916,,,,,
0.0,0.0,bt_laplace_bald_k,4,49,0.6845030938497054,,,,,
0.0,0.0,bt_laplace_bald_k,4,50,0.7092856464581735,,,,,
0.0,0.0,bt_laplace_bald_k,4,-1,0.7092856464581735,22.0,28.0,0.0,0.0,50.0
0.0,0.0,bt_laplace_bald_random,0,1,0.5016567742399166,,,,,
0.0,0.0,bt_laplace_bald_random,0,2,0.7128378327270484,,,,,
0.0,0.0,bt_laplace_bald_random,0,3,0.6404285016626153,,,,,
0.0,0.0,bt_laplace_bald_random,0,4,0.8346258077991329,,,,,
0.0,0.0,bt_laplace_bald_random,0,5,0.8830748951920411,,,,,
0.0,0.0,bt_laplace_bald_random,0,6,0.7992369242109241,,,,,
0.0,0.0,bt_laplace_bald_random,0,7,0.8518715129812605,,,,,
0.0,0.0,bt_laplace_bald_random,0,8,0.8666660106704693,,,,,
0.0,0.0,bt_laplace_bald_random,0,9,0.8657911813616823,,,,,
0.0,0.0,bt_laplace_bald_random,0,10,0.8113392383245663,,,,,
0.0,0.0,bt_laplace_bald_random,0,11,0.9516975821042142,,,,,
0.0,0.0,bt_laplace_bald_random,0,12,0.8684046327700495,,,,,
0.0,0.0,bt_laplace_bald_random,0,13,0.7255764755729202,,,,,
0.0,0.0,bt_laplace_bald_random,0,14,0.7081726171053823,,,,,
0.0,0.0,bt_laplace_bald_random,0,15,0.7275604646806095,,,,,
0.0,0.0,bt_laplace_bald_random,0,16,0.8273150806782406,,,,,
0.0,0.0,bt_laplace_bald_random,0,17,0.7869209452440139,,,,,
0.0,0.0,bt_laplace_bald_random,0,18,0.828750103913325,,,,,
0.0,0.0,bt_laplace_bald_random,0,19,0.7815365801511687,,,,,
0.0,0.0,bt_laplace_bald_random,0,20,0.8330394088290448,,,,,
0.0,0.0,bt_laplace_bald_random,0,21,0.8953634376805636,,,,,
0.0,0.0,bt_laplace_bald_random,0,22,0.8128977648518145,,,,,
0.0,0.0,bt_laplace_bald_random,0,23,0.7073752641370347,,,,,
0.0,0.0,bt_laplace_bald_random,0,24,0.6605704860074344,,,,,
0.0,0.0,bt_laplace_bald_random,0,25,0.5855787205043967,,,,,
0.0,0.0,bt_laplace_bald_random,0,26,0.49481438261178967,,,,,
0.0,0.0,bt_laplace_bald_random,0,27,0.4924329435590257,,,,,
0.0,0.0,bt_laplace_bald_random,0,28,0.5097919344108384,,,,,
0.0,0.0,bt_laplace_bald_random,0,29,0.39470415489538385,,,,,
0.0,0.0,bt_laplace_bald_random,0,30,0.47636392744989264,,,,,
0.0,0.0,bt_laplace_bald_random,0,-1,0.47636392744989264,7.0,23.0,0.0,0.0,30.0
0.0,0.0,bt_laplace_bald_random,1,1,0.5841483948293397,,,,,
0.0,0.0,bt_laplace_bald_random,1,2,0.6448958972294041,,,,,
0.0,0.0,bt_laplace_bald_random,1,3,0.452523969196009,,,,,
0.0,0.0,bt_laplace_bald_random,1,4,0.6097915443511814,,,,,
0.0,0.0,bt_laplace_bald_random,1,5,0.7879081004143459,,,,,
0.0,0.0,bt_laplace_bald_random,1,6,0.7055439570995238,,,,,
0.0,0.0,bt_laplace_bald_random,1,7,0.7190945442168397,,,,,
0.0,0.0,bt_laplace_bald_random,1,8,0.8375083649745243,,,,,
0.0,0.0,bt_laplace_bald_random,1,9,0.8152427346763776,,,,,
0.0,0.0,bt_laplace_bald_random,1,10,0.8242283326017105,,,,,
0.0,0.0,bt_laplace_bald_random,1,11,0.8089992671903629,,,,,
0.0,0.0,bt_laplace_bald_random,1,12,0.8610321719916035,,,,,
0.0,0.0,bt_laplace_bald_random,1,13,0.8718786954758565,,,,,
0.0,0.0,bt_laplace_bald_random,1,14,0.8638288329835305,,,,,
0.0,0.0,bt_laplace_bald_random,1,15,0.7563071216878179,,,,,
0.0,0.0,bt_laplace_bald_random,1,16,0.7483078772578082,,,,,
0.0,0.0,bt_laplace_bald_random,1,17,0.7784560140829403,,,,,
0.0,0.0,bt_laplace_bald_random,1,18,0.7718200260593506,,,,,
0.0,0.0,bt_laplace_bald_random,1,19,0.7637215297923718,,,,,
0.0,0.0,bt_laplace_bald_random,1,20,0.7533788909750598,,,,,
0.0,0.0,bt_laplace_bald_random,1,21,0.7624735877242735,,,,,
0.0,0.0,bt_laplace_bald_random,1,22,0.739978264369083,,,,,
0.0,0.0,bt_laplace_bald_random,1,23,0.7349077323745198,,,,,
0.0,0.0,bt_laplace_bald_random,1,24,0.7588440223082631,,,,,
0.0,0.0,bt_laplace_bald_random,1,25,0.6955640786241558,,,,,
0.0,0.0,bt_laplace_bald_random,1,26,0.7664330914834436,,,,,
0.0,0.0,bt_laplace_bald_random,1,27,0.7592277395848626,,,,,
0.0,0.0,bt_laplace_bald_random,1,28,0.7208574875304906,,,,,
0.0,0.0,bt_laplace_bald_random,1,29,0.7363497210908919,,,,,
0.0,0.0,bt_laplace_bald_random,1,30,0.7023355401475097,,,,,
0.0,0.0,bt_laplace_bald_random,1,-1,0.7023355401475097,14.0,16.0,0.0,0.0,30.0
0.0,0.0,bt_laplace_bald_random,2,1,0.700164412451166,,,,,
0.0,0.0,bt_laplace_bald_random,2,2,0.5789561320565918,,,,,
0.0,0.0,bt_laplace_bald_random,2,3,0.6110883869587667,,,,,
0.0,0.0,bt_laplace_bald_random,2,4,0.43371925934215744,,,,,
0.0,0.0,bt_laplace_bald_random,2,5,0.7238310408825895,,,,,
0.0,0.0,bt_laplace_bald_random,2,6,0.8441404343125485,,,,,
0.0,0.0,bt_laplace_bald_random,2,7,0.8962884594146144,,,,,
0.0,0.0,bt_laplace_bald_random,2,8,0.9164524284091359,,,,,
0.0,0.0,bt_laplace_bald_random,2,9,0.9597444930613513,,,,,
0.0,0.0,bt_laplace_bald_random,2,10,0.9738424368523044,,,,,
0.0,0.0,bt_laplace_bald_random,2,11,0.9629612226772158,,,,,
0.0,0.0,bt_laplace_bald_random,2,12,0.975739796271731,,,,,
0.0,0.0,bt_laplace_bald_random,2,13,0.9623730326258537,,,,,
0.0,0.0,bt_laplace_bald_random,2,14,0.9635360851407487,,,,,
0.0,0.0,bt_laplace_bald_random,2,15,0.9617198072052061,,,,,
0.0,0.0,bt_laplace_bald_random,2,16,0.954505626797417,,,,,
0.0,0.0,bt_laplace_bald_random,2,17,0.9651489744559886,,,,,
0.0,0.0,bt_laplace_bald_random,2,18,0.9721697520267274,,,,,
0.0,0.0,bt_laplace_bald_random,2,19,0.9615557011480739,,,,,
0.0,0.0,bt_laplace_bald_random,2,20,0.9550911652982322,,,,,
0.0,0.0,bt_laplace_bald_random,2,21,0.9618400068217532,,,,,
0.0,0.0,bt_laplace_bald_random,2,22,0.9596124022649545,,,,,
0.0,0.0,bt_laplace_bald_random,2,23,0.9583583689750715,,,,,
0.0,0.0,bt_laplace_bald_random,2,24,0.9617372293578789,,,,,
0.0,0.0,bt_laplace_bald_random,2,25,0.9527811459523208,,,,,
0.0,0.0,bt_laplace_bald_random,2,26,0.9558723911964419,,,,,
0.0,0.0,bt_laplace_bald_random,2,27,0.9544596135775251,,,,,
0.0,0.0,bt_laplace_bald_random,2,28,0.9798074614447537,,,,,
0.0,0.0,bt_laplace_bald_random,2,29,0.9868948394235348,,,,,
0.0,0.0,bt_laplace_bald_random,2,30,0.9858674842633848,,,,,
0.0,0.0,bt_laplace_bald_random,2,-1,0.9858674842633848,16.0,14.0,0.0,0.0,30.0
0.0,0.0,bt_laplace_bald_random,3,1,0.5242959601443203,,,,,
0.0,0.0,bt_laplace_bald_random,3,2,0.5634546508475091,,,,,
0.0,0.0,bt_laplace_bald_random,3,3,0.2821070891039721,,,,,
0.0,0.0,bt_laplace_bald_random,3,4,0.5591842717286948,,,,,
0.0,0.0,bt_laplace_bald_random,3,5,0.6697854572660605,,,,,
0.0,0.0,bt_laplace_bald_random,3,6,0.8261947720538056,,,,,
0.0,0.0,bt_laplace_bald_random,3,7,0.7938365260719209,,,,,
0.0,0.0,bt_laplace_bald_random,3,8,0.8168433337637887,,,,,
0.0,0.0,bt_laplace_bald_random,3,9,0.8746922284688651,,,,,
0.0,0.0,bt_laplace_bald_random,3,10,0.8044797049685178,,,,,
0.0,0.0,bt_laplace_bald_random,3,11,0.7757379942417183,,,,,
0.0,0.0,bt_laplace_bald_random,3,12,0.78281708077326,,,,,
0.0,0.0,bt_laplace_bald_random,3,13,0.7443015459617556,,,,,
0.0,0.0,bt_laplace_bald_random,3,14,0.730590848840049,,,,,
0.0,0.0,bt_laplace_bald_random,3,15,0.7254226377341445,,,,,
0.0,0.0,bt_laplace_bald_random,3,16,0.7219355195745693,,,,,
0.0,0.0,bt_laplace_bald_random,3,17,0.6814873539553842,,,,,
0.0,0.0,bt_laplace_bald_random,3,18,0.7009648726241742,,,,,
0.0,0.0,bt_laplace_bald_random,3,19,0.704402757105329,,,,,
0.0,0.0,bt_laplace_bald_random,3,20,0.7076287049536122,,,,,
0.0,0.0,bt_laplace_bald_random,3,21,0.7191105855683659,,,,,
0.0,0.0,bt_laplace_bald_random,3,22,0.7326436520852079,,,,,
0.0,0.0,bt_laplace_bald_random,3,23,0.7217793571644425,,,,,
0.0,0.0,bt_laplace_bald_random,3,24,0.7368931677531477,,,,,
0.0,0.0,bt_laplace_bald_random,3,25,0.7059360148016213,,,,,
0.0,0.0,bt_laplace_bald_random,3,26,0.7139534624921743,,,,,
0.0,0.0,bt_laplace_bald_random,3,27,0.7637433625443961,,,,,
0.0,0.0,bt_laplace_bald_random,3,28,0.7342836506525666,,,,,
0.0,0.0,bt_laplace_bald_random,3,29,0.7137952961444957,,,,,
0.0,0.0,bt_laplace_bald_random,3,30,0.6844561264751576,,,,,
0.0,0.0,bt_laplace_bald_random,3,-1,0.6844561264751576,13.0,17.0,0.0,0.0,30.0
0.0,0.0,bt_laplace_bald_random,4,1,0.6445859991703988,,,,,
0.0,0.0,bt_laplace_bald_random,4,2,0.5146128180369401,,,,,
0.0,0.0,bt_laplace_bald_random,4,3,0.5771028448995423,,,,,
0.0,0.0,bt_laplace_bald_random,4,4,0.6246001379491329,,,,,
0.0,0.0,bt_laplace_bald_random,4,5,0.38284618571191764,,,,,
0.0,0.0,bt_laplace_bald_random,4,6,0.749619546207456,,,,,
0.0,0.0,bt_laplace_bald_random,4,7,0.7521799242593591,,,,,
0.0,0.0,bt_laplace_bald_random,4,8,0.8045000091101455,,,,,
0.0,0.0,bt_laplace_bald_random,4,9,0.8638844319102718,,,,,
0.0,0.0,bt_laplace_bald_random,4,10,0.9472848411254121,,,,,
0.0,0.0,bt_laplace_bald_random,4,11,0.9656723148513551,,,,,
0.0,0.0,bt_laplace_bald_random,4,12,0.9555374942530634,,,,,
0.0,0.0,bt_laplace_bald_random,4,13,0.9750003572742654,,,,,
0.0,0.0,bt_laplace_bald_random,4,14,0.9874840075309306,,,,,
0.0,0.0,bt_laplace_bald_random,4,15,0.9837042060655227,,,,,
0.0,0.0,bt_laplace_bald_random,4,16,0.982971651793572,,,,,
0.0,0.0,bt_laplace_bald_random,4,17,0.9502492309476206,,,,,
0.0,0.0,bt_laplace_bald_random,4,18,0.9638482366963619,,,,,
0.0,0.0,bt_laplace_bald_random,4,19,0.9368169788143768,,,,,
0.0,0.0,bt_laplace_bald_random,4,20,0.9361525473379583,,,,,
0.0,0.0,bt_laplace_bald_random,4,21,0.9570361209791635,,,,,
0.0,0.0,bt_laplace_bald_random,4,22,0.9192918734339842,,,,,
0.0,0.0,bt_laplace_bald_random,4,23,0.89971505509015,,,,,
